brand,model,year,mileage,drivetrain,msrp,current_value
Ford,Fusion SE,2023,49450,FWD,41290,27009.6
Chevrolet,Equinox Premier,2007,289620,AWD,26101,3000.0
Kia,Optima LX,2022,54915,FWD,39255,20419.63
Mazda,Mazda6 Grand Touring,2010,264690,FWD,29467,3000.0
Subaru,Outback Limited,2005,326260,AWD,24087,3000.0
Volkswagen,Jetta S,2019,107334,FWD,38144,7382.61
BMW,330i,2005,439280,RWD,36236,3000.0
Mercedes-Benz,E350,2005,295660,RWD,49314,3000.0
Lexus,ES 350,2006,121372,FWD,52011,3000.0
Honda,Civic EX,2010,170505,FWD,32706,3000.0
Toyota,RAV4 XLE,2010,285615,AWD,38434,3000.0
Hyundai,Elantra SEL,2006,236113,FWD,24088,3000.0
Nissan,Sentra SV,2005,181700,FWD,26170,3000.0
Ford,Focus Titanium,2019,48612,FWD,24862,6995.28
Chevrolet,Equinox Premier,2013,219360,AWD,26074,3000.0
Kia,Optima LX,2009,289344,FWD,25826,3000.0
Mazda,CX-5 Signature,2008,253623,AWD,43264,3000.0
Subaru,Legacy Premium,2008,242097,AWD,40335,3000.0
Volkswagen,Jetta S,2021,64056,FWD,25237,10163.48
BMW,X5 M,2019,103530,AWD,49245,9772.02
Mercedes-Benz,C300,2019,143976,RWD,55836,8451.29
Lexus,RX 350,2007,332568,AWD,48388,3000.0
Honda,Pilot Touring,2021,94152,AWD,39760,14089.0
Toyota,Corolla LE,2022,61869,FWD,34449,17535.07
Hyundai,Elantra SEL,2007,260874,FWD,37693,3000.0
Nissan,Sentra SV,2009,256624,FWD,30477,3000.0
Ford,Escape SEL,2014,196086,AWD,36218,3000.0
Chevrolet,Malibu LT,2018,159915,FWD,22566,3000.0
Kia,Sportage SX,2017,81456,AWD,40426,5660.41
Mazda,Mazda3 Touring,2019,31134,FWD,27624,8650.15
Subaru,Legacy Premium,2011,282856,AWD,22649,3000.0
Volkswagen,Passat R-Line,2016,163296,FWD,38217,3000.0
BMW,330i,2019,140106,RWD,55253,8587.18
Mercedes-Benz,C300,2011,176554,RWD,56645,3000.0
Lexus,ES 350,2014,107360,FWD,40189,3000.0
Honda,Civic EX,2019,146646,FWD,32562,4839.11
Toyota,Corolla LE,2019,131052,FWD,40561,6703.16
Hyundai,Elantra SEL,2010,347685,FWD,35815,3000.0
Nissan,Rogue SL,2017,53496,AWD,24877,4405.32
Ford,Fusion SE,2006,369037,FWD,33924,3000.0
Chevrolet,Malibu LT,2014,133496,FWD,31786,3000.0
Kia,Optima LX,2008,309451,FWD,34514,3000.0
Mazda,Mazda6 Grand Touring,2017,196832,FWD,31056,3000.0
Subaru,Impreza Sport,2012,119054,AWD,23052,3000.0
Volkswagen,Passat R-Line,2014,64548,FWD,28361,3000.0
BMW,X3 xDrive30i,2023,34280,AWD,36167,24403.78
Mercedes-Benz,GLC 300,2006,303772,AWD,64889,3000.0
Lexus,IS 300,2009,105280,RWD,55371,3000.0
Honda,CR-V EX,2012,194389,AWD,43400,3000.0
Toyota,Highlander XLE,2016,173997,AWD,36162,3000.0
Hyundai,Sonata SE,2020,77960,FWD,35861,10692.1
Nissan,Sentra SV,2020,121455,FWD,44755,10535.0
Ford,Focus Titanium,2013,62604,FWD,38055,3000.0
Chevrolet,Equinox Premier,2018,150108,AWD,42563,4477.35
Kia,Sportage SX,2015,138870,AWD,24622,3000.0
Mazda,Mazda6 Grand Touring,2019,48666,FWD,28252,7946.45
Subaru,Legacy Premium,2013,122580,AWD,31578,3000.0
Volkswagen,Jetta S,2005,175700,FWD,41857,3000.0
BMW,X3 xDrive30i,2023,21884,AWD,53210,36812.29
Mercedes-Benz,C300,2023,12220,RWD,43467,30656.93
Lexus,ES 350,2017,105464,FWD,38254,4353.45
Honda,Civic EX,2005,312900,FWD,24881,3000.0
Toyota,Camry SE,2014,166881,FWD,43385,3000.0
Hyundai,Sonata SE,2006,231952,FWD,43463,3000.0
Nissan,Altima S,2019,102042,FWD,23048,4618.31
Ford,Fusion SE,2006,467970,FWD,27096,3000.0
Chevrolet,Cruze LS,2017,164224,FWD,27103,3000.0
Kia,Forte EX,2022,57096,FWD,29768,15379.95
Mazda,Mazda6 Grand Touring,2023,34118,FWD,31857,21502.66
Subaru,Impreza Sport,2015,126040,AWD,24837,3000.0
Volkswagen,Passat R-Line,2020,36920,FWD,41920,15468.9
BMW,330i,2021,68796,RWD,43550,17193.24
Mercedes-Benz,C300,2008,335121,RWD,56070,3000.0
Lexus,RX 350,2010,117810,AWD,57140,3000.0
Honda,CR-V EX,2013,116736,AWD,27909,3000.0
Toyota,Highlander XLE,2007,155412,AWD,22795,3000.0
Hyundai,Elantra SEL,2017,174392,FWD,27239,3000.0
Nissan,Altima S,2012,117195,FWD,28073,3000.0
Ford,Escape SEL,2006,448210,AWD,34624,3000.0
Chevrolet,Cruze LS,2020,111620,FWD,25441,6323.62
Kia,Forte EX,2022,74670,FWD,37897,18527.27
Mazda,Mazda3 Touring,2024,22808,FWD,38143,31696.58
Subaru,Impreza Sport,2013,250416,AWD,22382,3000.0
Volkswagen,Tiguan SE,2012,148954,AWD,29852,3000.0
BMW,X3 xDrive30i,2017,131120,AWD,47766,4329.26
Mercedes-Benz,E350,2010,170100,RWD,66502,3000.0
Lexus,RX 350,2008,143939,AWD,54772,3000.0
Honda,Pilot Touring,2017,78440,AWD,31572,4535.61
Toyota,Corolla LE,2024,6377,FWD,36779,31066.7
Hyundai,Sonata SE,2014,272690,FWD,25740,3000.0
Nissan,Sentra SV,2015,177750,FWD,31809,3000.0
Ford,Focus Titanium,2024,5922,FWD,27482,23224.08
Chevrolet,Malibu LT,2015,153380,FWD,34244,3000.0
Kia,Optima LX,2021,98516,FWD,32652,11353.66
Mazda,Mazda6 Grand Touring,2005,488680,FWD,31625,3000.0
Subaru,Impreza Sport,2007,284382,AWD,36982,3000.0
Volkswagen,Tiguan SE,2009,340272,AWD,35296,3000.0
BMW,330i,2016,53685,RWD,44022,6267.68
Mercedes-Benz,E350,2008,318172,RWD,57674,3000.0
Lexus,ES 350,2007,443070,FWD,47505,3000.0
Honda,Accord LX,2010,314655,FWD,40645,3000.0
Toyota,Camry SE,2008,230605,FWD,24556,3000.0
Hyundai,Tucson SEL,2019,99810,AWD,25771,5239.73
Nissan,Rogue SL,2010,240240,AWD,22449,3000.0
Ford,Focus Titanium,2006,136762,FWD,33882,3000.0
Chevrolet,Cruze LS,2011,286034,FWD,28160,3000.0
Kia,Sportage SX,2018,79499,AWD,43187,7845.11
Mazda,Mazda3 Touring,2015,84350,FWD,27439,3000.0
Subaru,Impreza Sport,2023,49594,AWD,36824,24081.05
Volkswagen,Jetta S,2022,52572,FWD,23667,12400.96
BMW,X5 M,2016,84069,AWD,52519,5608.93
Mercedes-Benz,E350,2015,247150,RWD,45457,3000.0
Lexus,ES 350,2021,64300,FWD,46610,18751.69
Honda,Civic EX,2019,41358,FWD,29087,8557.65
Toyota,RAV4 XLE,2006,108680,AWD,25813,3000.0
Hyundai,Sonata SE,2024,16503,FWD,39824,33302.72
Nissan,Altima S,2014,67331,FWD,38441,3035.03
Ford,Focus Titanium,2024,20018,FWD,32428,27022.85
Chevrolet,Equinox Premier,2023,19580,AWD,38825,26984.46
Kia,Forte EX,2020,70955,FWD,36400,11262.35
Mazda,CX-5 Signature,2023,11298,AWD,22194,15681.91
Subaru,Impreza Sport,2016,115902,AWD,38987,3049.5
Volkswagen,Jetta S,2007,196758,FWD,44940,3000.0
BMW,X5 M,2017,186056,AWD,45871,3000.0
Mercedes-Benz,GLC 300,2006,187530,AWD,42996,3000.0
Lexus,IS 300,2023,33412,RWD,38114,25762.84
Honda,Pilot Touring,2007,128610,AWD,24501,3000.0
Toyota,Corolla LE,2012,280215,FWD,33458,3000.0
Hyundai,Elantra SEL,2008,215169,FWD,39743,3000.0
Nissan,Altima S,2018,53382,FWD,30121,6628.04
Ford,Focus Titanium,2017,57720,FWD,39113,6687.79
Chevrolet,Equinox Premier,2009,244832,AWD,32574,3000.0
Kia,Optima LX,2009,264096,FWD,25120,3000.0
Mazda,CX-5 Signature,2005,423300,AWD,44303,3000.0
Subaru,Outback Limited,2021,21688,AWD,43182,20684.4
Volkswagen,Tiguan SE,2018,78939,AWD,30517,5566.7
BMW,330i,2005,415680,RWD,37472,3000.0
Mercedes-Benz,GLC 300,2024,23389,AWD,39044,32426.4
Lexus,RX 350,2017,199144,AWD,48759,3000.0
Honda,CR-V EX,2022,38901,AWD,24000,13116.14
Toyota,RAV4 XLE,2015,127730,AWD,38600,3000.0
Hyundai,Elantra SEL,2013,231252,FWD,22270,3000.0
Nissan,Altima S,2019,120174,FWD,24048,4275.06
Ford,Fusion SE,2008,291295,FWD,38362,3000.0
Chevrolet,Equinox Premier,2024,14567,AWD,26335,22065.07
Kia,Forte EX,2022,41856,FWD,40305,21828.48
Mazda,Mazda3 Touring,2022,54864,FWD,39768,20689.77
Subaru,Impreza Sport,2013,290700,AWD,32100,3000.0
Volkswagen,Jetta S,2006,296210,FWD,31811,3000.0
BMW,X3 xDrive30i,2021,67176,AWD,46223,18373.16
Mercedes-Benz,C300,2018,41251,RWD,59022,14172.44
Lexus,ES 350,2011,169834,FWD,55601,3000.0
Honda,Civic EX,2014,161997,FWD,28055,3000.0
Toyota,RAV4 XLE,2011,112728,AWD,40096,3000.0
Hyundai,Tucson SEL,2022,33450,AWD,31837,17690.73
Nissan,Altima S,2018,60452,FWD,22307,4662.72
Ford,Fusion SE,2017,118336,FWD,41734,4240.31
Chevrolet,Equinox Premier,2011,92610,AWD,42948,3000.0
Kia,Forte EX,2018,159817,FWD,44981,4374.18
Mazda,CX-5 Signature,2015,229790,AWD,26679,3000.0
Subaru,Outback Limited,2010,220095,AWD,24764,3000.0
Volkswagen,Jetta S,2010,299505,FWD,34915,3000.0
BMW,X3 xDrive30i,2020,116330,AWD,52171,12634.91
Mercedes-Benz,C300,2022,45129,RWD,52428,28110.01
Lexus,RX 350,2006,421192,AWD,48871,3000.0
Honda,Pilot Touring,2011,225162,AWD,43340,3000.0
Toyota,Highlander XLE,2015,214450,AWD,26375,3000.0
Hyundai,Sonata SE,2019,89250,FWD,23740,5168.82
Nissan,Rogue SL,2009,385360,AWD,22499,3000.0
Ford,Escape SEL,2016,223695,AWD,38465,3000.0
Chevrolet,Malibu LT,2011,237916,FWD,41339,3000.0
Kia,Forte EX,2005,337060,FWD,26159,3000.0
Mazda,Mazda3 Touring,2013,196356,FWD,41754,3000.0
Subaru,Legacy Premium,2014,121429,AWD,27580,3000.0
Volkswagen,Tiguan SE,2006,432877,AWD,41078,3000.0
BMW,X5 M,2007,376704,AWD,51374,3000.0
Mercedes-Benz,GLC 300,2012,267085,AWD,48323,3000.0
Lexus,ES 350,2021,97516,FWD,38642,13494.91
Honda,Civic EX,2006,312113,FWD,37688,3000.0
Toyota,RAV4 XLE,2010,193725,AWD,28212,3000.0
Hyundai,Elantra SEL,2015,96970,FWD,42406,3074.49
Nissan,Sentra SV,2018,95851,FWD,29385,4721.18
Ford,Fusion SE,2022,55962,FWD,32960,17089.36
Chevrolet,Malibu LT,2018,50330,FWD,36197,8142.76
Kia,Forte EX,2008,308057,FWD,31470,3000.0
Mazda,CX-5 Signature,2008,169643,AWD,26799,3000.0
Subaru,Impreza Sport,2005,188060,AWD,34922,3000.0
Volkswagen,Passat R-Line,2022,68616,FWD,31113,15504.78
BMW,X5 M,2024,17038,AWD,48235,40314.89
Mercedes-Benz,GLC 300,2023,26242,AWD,44179,30298.05
Lexus,IS 300,2017,75912,RWD,40444,5936.14
Honda,CR-V EX,2009,106080,AWD,23562,3000.0
Toyota,Camry SE,2015,142670,FWD,40549,3000.0
Hyundai,Elantra SEL,2019,122538,FWD,42519,7440.33
Nissan,Altima S,2021,23520,FWD,30202,14361.01
Ford,Escape SEL,2008,414987,AWD,40235,3000.0
Chevrolet,Cruze LS,2017,102688,FWD,25015,3000.0
Kia,Optima LX,2009,190272,FWD,25201,3000.0
Mazda,CX-5 Signature,2007,361602,AWD,25268,3000.0
Subaru,Legacy Premium,2022,36588,AWD,31097,17115.17
Volkswagen,Tiguan SE,2007,390330,AWD,36018,3000.0
BMW,X3 xDrive30i,2015,80230,AWD,51593,4477.07
Mercedes-Benz,GLC 300,2015,85740,AWD,33194,3000.0
Lexus,ES 350,2012,136539,FWD,35277,3000.0
Honda,Pilot Touring,2010,127740,AWD,28346,3000.0
Toyota,RAV4 XLE,2022,21993,AWD,42601,24506.25
Hyundai,Sonata SE,2012,233961,FWD,36856,3000.0
Nissan,Altima S,2023,28946,FWD,26340,17965.86
Ford,Fusion SE,2009,361776,FWD,43028,3000.0
Chevrolet,Equinox Premier,2007,258696,AWD,31168,3000.0
Kia,Forte EX,2022,41145,FWD,29307,15906.8
Mazda,Mazda6 Grand Touring,2008,210222,FWD,43707,3000.0
Subaru,Outback Limited,2011,153412,AWD,31127,3000.0
Volkswagen,Jetta S,2023,37522,FWD,33388,22380.7
BMW,330i,2020,52625,RWD,63630,21663.57
Mercedes-Benz,E350,2018,67865,RWD,38929,7707.16
Lexus,RX 350,2018,87633,AWD,62275,10645.19
Honda,CR-V EX,2005,335280,AWD,31060,3000.0
Toyota,Highlander XLE,2019,142968,AWD,27873,4248.04
Hyundai,Sonata SE,2024,14155,FWD,25924,21729.6
Nissan,Altima S,2014,219439,FWD,28755,3000.0
Ford,Escape SEL,2008,85595,AWD,43755,3000.0
Chevrolet,Equinox Premier,2018,46151,AWD,40109,9298.53
Kia,Forte EX,2015,213440,FWD,29369,3000.0
Mazda,Mazda6 Grand Touring,2015,91790,FWD,39011,3000.0
Subaru,Outback Limited,2014,120010,AWD,44196,3000.0
Volkswagen,Passat R-Line,2016,155547,FWD,41245,3000.0
BMW,330i,2010,270945,RWD,47884,3000.0
Mercedes-Benz,C300,2014,215996,RWD,43493,3000.0
Lexus,ES 350,2024,17665,FWD,60892,50861.82
Honda,Civic EX,2020,66900,FWD,29635,9366.8
Toyota,Highlander XLE,2008,108426,AWD,22262,3000.0
Hyundai,Tucson SEL,2023,45236,AWD,31959,21087.72
Nissan,Rogue SL,2005,345460,AWD,41459,3000.0
Ford,Fusion SE,2006,276127,FWD,27366,3000.0
Chevrolet,Cruze LS,2015,238350,FWD,39088,3000.0
Kia,Sportage SX,2017,151656,AWD,26774,3000.0
Mazda,CX-5 Signature,2009,365344,AWD,41515,3000.0
Subaru,Impreza Sport,2011,221368,AWD,38046,3000.0
Volkswagen,Passat R-Line,2011,324282,FWD,36045,3000.0
BMW,330i,2020,56525,RWD,56614,18889.47
Mercedes-Benz,E350,2006,224200,RWD,61589,3000.0
Lexus,IS 300,2022,60798,RWD,41980,21440.2
Honda,Civic EX,2015,193340,FWD,24905,3000.0
Toyota,Camry SE,2017,171400,FWD,43348,3000.0
Hyundai,Elantra SEL,2022,42723,FWD,41097,22198.28
Nissan,Rogue SL,2022,65790,AWD,33440,16813.36
Ford,Escape SEL,2021,69840,AWD,25922,10188.97
Chevrolet,Equinox Premier,2006,393224,AWD,29324,3000.0
Kia,Sportage SX,2023,42166,AWD,31064,20626.48
Mazda,Mazda3 Touring,2024,16570,FWD,38443,32145.72
Subaru,Outback Limited,2008,409292,AWD,28754,3000.0
Volkswagen,Tiguan SE,2009,199792,AWD,39987,3000.0
BMW,X3 xDrive30i,2008,333574,AWD,46840,3000.0
Mercedes-Benz,GLC 300,2014,97856,AWD,50382,3000.0
Lexus,RX 350,2008,237830,AWD,64823,3000.0
Honda,CR-V EX,2014,126368,AWD,35828,3000.0
Toyota,RAV4 XLE,2006,97907,AWD,35309,3000.0
Hyundai,Tucson SEL,2009,392608,AWD,27019,3000.0
Nissan,Sentra SV,2018,107058,FWD,41357,6100.74
Ford,Escape SEL,2005,492700,AWD,26744,3000.0
Chevrolet,Equinox Premier,2019,35742,AWD,28635,8718.93
Kia,Optima LX,2021,38044,FWD,43190,19365.39
Mazda,Mazda3 Touring,2013,186864,FWD,30282,3000.0
Subaru,Outback Limited,2023,34766,AWD,33915,22861.68
Volkswagen,Tiguan SE,2011,109466,AWD,24234,3000.0
BMW,330i,2015,209690,RWD,49727,3000.0
Mercedes-Benz,C300,2017,186608,RWD,53214,3000.0
Lexus,ES 350,2023,13730,FWD,52355,36814.99
Honda,Civic EX,2012,97656,FWD,40582,3000.0
Toyota,Highlander XLE,2018,144522,AWD,31834,3502.19
Hyundai,Sonata SE,2006,327332,FWD,41897,3000.0
Nissan,Altima S,2015,79790,FWD,33481,3000.0
Ford,Fusion SE,2006,473841,FWD,42798,3000.0
Chevrolet,Malibu LT,2011,162246,FWD,34602,3000.0
Kia,Sportage SX,2018,60130,AWD,36064,7556.0
Mazda,Mazda6 Grand Touring,2015,211880,FWD,42038,3000.0
Subaru,Impreza Sport,2012,147095,AWD,23647,3000.0
Volkswagen,Jetta S,2012,221754,FWD,24939,3000.0
BMW,X5 M,2012,221260,AWD,53216,3000.0
Mercedes-Benz,E350,2016,150903,RWD,45357,3000.0
Lexus,RX 350,2015,122850,AWD,40942,3000.0
Honda,Civic EX,2013,127056,FWD,43779,3000.0
Toyota,Highlander XLE,2024,13908,AWD,43334,36331.66
Hyundai,Tucson SEL,2019,101676,AWD,27733,5570.38
Nissan,Sentra SV,2012,120991,FWD,26831,3000.0
Ford,Fusion SE,2019,79542,FWD,22270,5160.23
Chevrolet,Cruze LS,2015,147970,FWD,34410,3000.0
Kia,Sportage SX,2013,124260,AWD,22858,3000.0
Mazda,CX-5 Signature,2012,225992,AWD,43966,3000.0
Subaru,Outback Limited,2023,17118,AWD,42383,29602.53
Volkswagen,Passat R-Line,2020,30975,FWD,29656,11278.28
BMW,X5 M,2022,65601,AWD,40822,20537.16
Mercedes-Benz,E350,2024,13506,RWD,61048,51203.7
Lexus,IS 300,2016,146457,RWD,53065,3046.04
Honda,Accord LX,2010,297300,FWD,28630,3000.0
Toyota,RAV4 XLE,2005,179140,AWD,44540,3000.0
Hyundai,Tucson SEL,2011,267442,AWD,27537,3000.0
Nissan,Rogue SL,2019,141300,AWD,41566,6407.59
Ford,Fusion SE,2005,184700,FWD,43772,3000.0
Chevrolet,Cruze LS,2010,128925,FWD,26475,3000.0
Kia,Sportage SX,2012,199147,AWD,30626,3000.0
Mazda,Mazda6 Grand Touring,2006,342019,FWD,39387,3000.0
Subaru,Legacy Premium,2015,53490,AWD,23662,3000.0
Volkswagen,Passat R-Line,2011,293356,FWD,24488,3000.0
BMW,X3 xDrive30i,2024,19743,AWD,33453,27884.66
Mercedes-Benz,GLC 300,2024,23730,AWD,61604,51145.18
Lexus,RX 350,2024,8259,AWD,38961,32848.7
Honda,Accord LX,2005,287380,FWD,41022,3000.0
Toyota,Camry SE,2009,348208,FWD,36388,3000.0
Hyundai,Sonata SE,2022,70755,FWD,30710,15200.96
Nissan,Rogue SL,2022,41256,AWD,36513,19811.22
Ford,Focus Titanium,2018,129234,FWD,23696,3000.0
Chevrolet,Malibu LT,2012,227877,FWD,22837,3000.0
Kia,Sportage SX,2009,356816,AWD,26837,3000.0
Mazda,CX-5 Signature,2024,12594,AWD,28589,24000.61
Subaru,Impreza Sport,2007,302328,AWD,24692,3000.0
Volkswagen,Passat R-Line,2020,42825,FWD,44131,15801.53
BMW,330i,2016,194274,RWD,33158,3000.0
Mercedes-Benz,GLC 300,2008,277712,AWD,53079,3000.0
Lexus,ES 350,2024,21346,FWD,68093,56667.79
Honda,Accord LX,2022,26103,FWD,23338,13260.02
Toyota,Highlander XLE,2014,128073,AWD,39045,3000.0
Hyundai,Sonata SE,2016,140463,FWD,22801,3000.0
Nissan,Altima S,2014,149050,FWD,40821,3000.0
Ford,Focus Titanium,2019,72612,FWD,42962,10403.14
Chevrolet,Malibu LT,2006,158080,FWD,39894,3000.0
Kia,Forte EX,2018,59703,FWD,31723,6667.22
Mazda,CX-5 Signature,2015,148700,AWD,22079,3000.0
Subaru,Outback Limited,2013,114336,AWD,28379,3000.0
Volkswagen,Jetta S,2009,107184,FWD,32546,3000.0
BMW,X3 xDrive30i,2005,184000,AWD,34796,3000.0
Mercedes-Benz,GLC 300,2017,63648,AWD,62257,10131.65
Lexus,RX 350,2005,485620,AWD,52137,3000.0
Honda,Pilot Touring,2019,49422,AWD,25313,7086.61
Toyota,Highlander XLE,2011,171710,AWD,32002,3000.0
Hyundai,Elantra SEL,2024,19077,FWD,39473,32924.53
Nissan,Rogue SL,2014,267278,AWD,33836,3000.0
Ford,Escape SEL,2018,57708,AWD,22187,4731.27
Chevrolet,Malibu LT,2023,10366,FWD,36273,25677.27
Kia,Sportage SX,2022,26748,AWD,23550,13354.43
Mazda,CX-5 Signature,2020,54105,AWD,41450,14004.51
Subaru,Legacy Premium,2022,35646,AWD,28754,15871.15
Volkswagen,Jetta S,2018,172144,FWD,27080,3000.0
BMW,X5 M,2017,195776,AWD,44987,3000.0
Mercedes-Benz,GLC 300,2024,13054,AWD,50098,42038.32
Lexus,RX 350,2007,425736,AWD,40395,3000.0
Honda,Civic EX,2015,211730,FWD,33201,3000.0
Toyota,Highlander XLE,2008,279650,AWD,38946,3000.0
Hyundai,Tucson SEL,2018,52612,AWD,22475,4973.2
Nissan,Altima S,2018,125391,FWD,25607,3277.35
Ford,Focus Titanium,2016,169272,FWD,28772,3000.0
Chevrolet,Cruze LS,2013,159696,FWD,36827,3000.0
Kia,Forte EX,2017,156808,FWD,25661,3000.0
Mazda,CX-5 Signature,2022,45048,AWD,38526,20661.41
Subaru,Outback Limited,2019,77022,AWD,29437,6931.31
Volkswagen,Passat R-Line,2014,55880,FWD,35561,3202.01
BMW,X3 xDrive30i,2022,20853,AWD,45525,26278.13
Mercedes-Benz,E350,2018,69244,RWD,55627,10901.86
Lexus,IS 300,2005,150120,RWD,47686,3000.0
Honda,Accord LX,2023,37168,FWD,26471,17756.87
Toyota,Highlander XLE,2022,34155,AWD,31851,17660.59
Hyundai,Tucson SEL,2022,67704,AWD,35438,17710.93
Nissan,Sentra SV,2018,169792,FWD,22072,3000.0
Ford,Escape SEL,2023,26708,AWD,35991,24659.56
Chevrolet,Cruze LS,2008,169796,FWD,27232,3000.0
Kia,Sportage SX,2011,189910,AWD,25273,3000.0
Mazda,CX-5 Signature,2016,216000,AWD,35737,3000.0
Subaru,Impreza Sport,2007,257184,AWD,31446,3000.0
Volkswagen,Passat R-Line,2020,62075,FWD,38810,12580.41
BMW,X5 M,2009,246352,AWD,41974,3000.0
Mercedes-Benz,GLC 300,2015,205040,AWD,62930,3000.0
Lexus,RX 350,2018,158578,AWD,57017,5600.77
Honda,Accord LX,2006,183730,FWD,28795,3000.0
Toyota,Highlander XLE,2016,128556,AWD,34895,3000.0
Hyundai,Tucson SEL,2010,78180,AWD,32512,3000.0
Nissan,Sentra SV,2007,314280,FWD,43557,3000.0
Ford,Focus Titanium,2019,57018,FWD,27920,7456.53
Chevrolet,Equinox Premier,2008,150093,AWD,35150,3000.0
Kia,Forte EX,2009,85904,FWD,38174,3000.0
Mazda,CX-5 Signature,2006,111587,AWD,40870,3000.0
Subaru,Outback Limited,2012,315718,AWD,41474,3000.0
Volkswagen,Passat R-Line,2018,71680,FWD,36259,6979.62
BMW,X5 M,2015,205170,AWD,50555,3000.0
Mercedes-Benz,GLC 300,2014,86097,AWD,51996,3298.34
Lexus,ES 350,2019,61380,FWD,47785,12418.9
Honda,CR-V EX,2010,156255,AWD,26078,3000.0
Toyota,Camry SE,2008,374935,FWD,34060,3000.0
Hyundai,Sonata SE,2022,40119,FWD,25450,13856.84
Nissan,Altima S,2008,240703,FWD,23466,3000.0
Ford,Focus Titanium,2023,23108,FWD,37871,26136.08
Chevrolet,Malibu LT,2011,200732,FWD,28880,3000.0
Kia,Forte EX,2009,295696,FWD,36517,3000.0
Mazda,Mazda6 Grand Touring,2020,31750,FWD,30295,11476.22
Subaru,Impreza Sport,2018,54306,AWD,23764,5194.31
Volkswagen,Tiguan SE,2010,97905,AWD,30197,3000.0
BMW,X3 xDrive30i,2017,121168,AWD,47595,4715.63
Mercedes-Benz,E350,2016,63846,RWD,59949,7760.71
Lexus,RX 350,2015,186430,AWD,40925,3000.0
Honda,CR-V EX,2017,121048,AWD,38005,3769.49
Toyota,Camry SE,2023,26976,FWD,37333,25565.24
Hyundai,Tucson SEL,2006,436943,AWD,27922,3000.0
Nissan,Altima S,2021,84716,FWD,36460,13454.44
Ford,Focus Titanium,2005,481180,FWD,29146,3000.0
Chevrolet,Cruze LS,2011,204106,FWD,39351,3000.0
Kia,Sportage SX,2019,59826,AWD,42689,11202.84
Mazda,Mazda6 Grand Touring,2006,364116,FWD,32311,3000.0
Subaru,Legacy Premium,2010,212070,AWD,40033,3000.0
Volkswagen,Tiguan SE,2012,129493,AWD,34082,3000.0
BMW,330i,2007,214812,RWD,45762,3000.0
Mercedes-Benz,GLC 300,2014,108933,AWD,50590,3000.0
Lexus,RX 350,2022,64854,AWD,63953,32249.76
Honda,CR-V EX,2018,132678,AWD,39823,4813.2
Toyota,Highlander XLE,2012,318175,AWD,41709,3000.0
Hyundai,Sonata SE,2016,222480,FWD,44086,3000.0
Nissan,Rogue SL,2011,246512,AWD,33880,3000.0
Ford,Focus Titanium,2006,222832,FWD,38826,3000.0
Chevrolet,Equinox Premier,2019,120942,AWD,33939,6002.58
Kia,Sportage SX,2018,59556,AWD,42717,8987.45
Mazda,Mazda3 Touring,2015,186650,FWD,27468,3000.0
Subaru,Impreza Sport,2013,186084,AWD,34612,3000.0
Volkswagen,Passat R-Line,2009,96912,FWD,31701,3000.0
BMW,X5 M,2021,77992,AWD,44487,16893.77
Mercedes-Benz,C300,2005,445400,RWD,35255,3000.0
Lexus,IS 300,2022,57549,RWD,64726,33394.19
Honda,CR-V EX,2023,12130,AWD,22155,15628.54
Toyota,Corolla LE,2010,163080,FWD,30450,3000.0
Hyundai,Tucson SEL,2022,19002,AWD,44177,25642.01
Nissan,Altima S,2005,238280,FWD,33579,3000.0
Ford,Focus Titanium,2022,25293,FWD,31295,17824.47
Chevrolet,Cruze LS,2011,286510,FWD,34279,3000.0
Kia,Optima LX,2015,135850,FWD,42903,3000.0
Mazda,CX-5 Signature,2018,96607,AWD,37594,6005.59
Subaru,Outback Limited,2012,320086,AWD,22222,3000.0
Volkswagen,Tiguan SE,2018,117999,AWD,36375,4931.55
BMW,X5 M,2020,34170,AWD,54173,20271.54
Mercedes-Benz,C300,2007,151902,RWD,59154,3000.0
Lexus,RX 350,2018,86534,AWD,34370,5923.8
Honda,Accord LX,2015,64560,FWD,26722,3000.0
Toyota,Highlander XLE,2009,137968,AWD,39555,3000.0
Hyundai,Sonata SE,2024,21655,FWD,23742,19752.26
Nissan,Altima S,2014,102080,FWD,26770,3000.0
Ford,Fusion SE,2005,471940,FWD,29287,3000.0
Chevrolet,Malibu LT,2023,27666,FWD,25733,17597.2
Kia,Optima LX,2006,205352,FWD,34264,3000.0
Mazda,CX-5 Signature,2006,360829,AWD,35027,3000.0
Subaru,Outback Limited,2010,297075,AWD,43399,3000.0
Volkswagen,Tiguan SE,2011,268898,AWD,29926,3000.0
BMW,X3 xDrive30i,2011,176386,AWD,33254,3000.0
Mercedes-Benz,E350,2019,88830,RWD,34675,7570.12
Lexus,IS 300,2019,111588,RWD,66511,12517.08
Honda,Pilot Touring,2022,24189,AWD,30699,17543.3
Toyota,Highlander XLE,2007,221220,AWD,25855,3000.0
Hyundai,Elantra SEL,2011,138978,FWD,26526,3000.0
Nissan,Sentra SV,2019,61134,FWD,29281,7621.6
Ford,Escape SEL,2024,24181,AWD,27751,23029.14
Chevrolet,Equinox Premier,2020,119650,AWD,23014,5471.96
Kia,Optima LX,2008,409037,FWD,26402,3000.0
Mazda,Mazda3 Touring,2019,86934,FWD,43535,9621.11
